@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-L1-weka.filters.unsupervised.attribute.Remove-R3,4'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_c {IND,GRP,OTH}

@data
36244,'gitmo could resolve holders issues along obama clowns',GRP
93181,'know racist monkey huh sure know piece trash never hear pieces horse shit speak truth racist lies bitch boy racist cops killing unarmed black brown people fact ass clown',GRP
31958,'start explaining think stupid rather writing question looking attention',OTH
87552,'perfect example americans despise lying liberals disgusting',IND
84029,'come cnn literally introduced guy public figure gun control call',IND
89422,'quick preview summary blame democrats blame obama blame gun control blame blacks passively blame democrats',GRP
77406,'correct liberals r easy figure make america great get rid liberal woman',GRP
64887,'move north korea find oppressive authoritarian gun control want one countries low gun ownership work good luck',OTH
49221,'fuck dildo rider antifa fuck going',IND
73044,'bill clinton enjoyed raping ted kennedy enjoyed killing cool',IND
65680,'yes joy say six half years correct sociopath stuck f r h e n e x six amp one half years maga kag winning',IND
87033,'start kneeling matches talk oppressed getting deep america bs liberal nuts throwing',GRP
64273,'thought would worse thought would shooting liberals streets',GRP
95495,'minus well keep bruh',IND
38360,'fuck bitch needs class cant act ass someone liked tweet dont matter nyfw place decide life run throw shoes cardi wasnt issue done issue',IND
50999,'forgot sarcasm tag kid people ignorant enough think serious',GRP
37859,'uk polititians special breed filth get together vote expense sex crimes paedophilia remain secret declare child abuse documents remain secret due national security nothing national security',GRP
70290,'mumbling hear shit literally spoke w hand signs',IND
94120,'company company sucks know bypass beat sucking cuck',OTH
70164,'well going send fake makers main stream media left liberals powers behind nuclear amazingly powerful world changing moment humanitys history qanon everything told expect wwg wga maga mbga',GRP
76440,'disagreement fucking umpire player abusive',GRP
59070,'leona alleslve weakest link liberals last thing need canada nafta negotiations good thing military traitor tendencies get government',IND
20983,'guy get lower one dumbest people country anyone arizona voted idiot',IND
15947,'wortless checked secret service irresponsible trying generate hste somone kill thre president',IND
51499,'eric holder guilty killing border patrol officer',IND
52204,'busy patting hair realize tweets comical stupid kind way',IND
86981,'liar probably soros payroll',IND
77139,'done looking like nazi bigot stay true people change minds left know bigot followed reason post stuff like one time feel feeding left',IND
46709,'establishment turd conservatives much better memory liberals eyes full hypocrisy blinding us',GRP
38954,'blatant threat madmaxinewaters ginning antifa base smell violence wakeupamerica',IND
34157,'another crazy liberals',GRP
82930,'longer sit sidelines remain silent issue chip bergh chief executive peopleoverprofits looks like',IND
66781,'liberals want bert ernie gay wtaf',GRP
19249,'absolutely correct question would better directed liberals congress ones make conflict big business money amp power',GRP
70910,'finally holy shit finally reading goat',IND
35817,'appointed spokesman people lake norman guess interviewed every person lake unanimous poll president trump likely like liberals try speak everybody',GRP
28483,'favorite part left leaning people say believe accusations face value comes sexual misconduct comes keith ellison also buddhist skeptical thanks adding conservatives christian stereotype',IND
83788,'liberals using sexual assault claim political tool let sink',GRP
39490,'whenever conservatives lose court ruling bitch moan activist judges agenda judges whenever anyone else loses court ruling accept lost court ruling conservatives whiny babies',GRP
24698,'go according maga believers kavanaugh attempted rape dr ford lawyer made donation idiots',GRP
45000,'u know u trash worried blaming shitting ariana death responsible instead mac',GRP
90338,fake,IND
79422,'maga would spend amp homies together stop ya whining',IND
16579,'research racist history gun control',IND
62650,'figures wrong idiots thank god',GRP
33048,'another judge first blames tool wants make dangerous legitimate guess know wher gun control lunch honor sir',IND
64836,'burden proof ford put shut credible stretch',IND
63219,'liberals destroyed california like attempting rest country radicals belong area governments grown ups belong',IND
39162,'fucking liar happy play kate nash asked',IND
42335,'liberals full say alot love give become devils minions one prayerfully vote socialist agenda',GRP
78420,disgusting,IND
69534,'hahaha goofball losing money still dumb know',IND
38374,'cancelsouthpark liberals still suckin momma titty woodstock',IND
89954,'started cameron may even worse conservative',IND
12391,'another liberal pawn used democrats attempt derail kavanaugh confirmation believe word liberal friends enemy state leave america better without people like liberals',IND
52776,'fake queen',IND
43389,'religious conservatives need stop trying shame women expressing disgraceful',IND
52773,'mmmhm heard street gave extra seconds get shit together',IND
79353,'speaking injustices still occurring windrush generation black britons whose records theresa may destroyed home secretary deporting prime minister institutionalracism',IND
75067,'say knew emails approved released knew could release grand standing got called theatrics unbecoming us senator call fake news like calls',OTH
42250,'surely anything damage veterens affairs sullied reputation another department',IND
40963,'nail biter',IND
18787,'trump wins growth continues crazy liberals still thanking obama years coarse argument lost left dispute facts',IND
63941,'another insane appointees amounting nut n jwb next one could real famous former first black president former first black lady sayn freedom speech r',IND
85190,'evolution evolution helped enact brexit economic social suicide',GRP
32729,'lol ones see attacking anyone crybaby liberals',GRP
54449,'wasting time replying twitter trolling behalf people making amount seems like someone propaganda pusher likes gloating maga got screwed trump',IND
47338,'hahahahaha sure spoiled brat goes berserk beaten',IND
37020,repulsive,IND
60912,'desperately trying deflect jordan amp nunes wanting trump care endangers fck trump',IND
51181,'ohhhhhh cried big crocodile tears first time daddy called bitch took chin like champ ran room cry like bitch',IND
23809,'sucks honestly least mute instances full weirdos scope fed local treat',GRP
92371,'new gun control laws waste time amp energy better spent holding worthless politicians accountable refusal enforce current laws create laws never enforce',GRP
45657,'vg hc stickers see trucks exclusively trucks never cars seem like asshole indicators say sure never actually spoken someone like yes hockey involve punching people yeah seems bad',IND
