@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_b {UNT,TIN}

@data
29140,'lynchings innocent republicans conservatives continue gop let kavanaugh fraud prevail gop fight fire fire one time prominent dem male watch stop',TIN
74101,'align organization butchers babies profit scream need gun control violence children somehow ok butchering thousands innocent defenseless babies every yr lines pockets',TIN
28166,'empty headed bushie whore',TIN
61604,'great stalk hunters like wife reason animals exist crazy liberals something complain',TIN
22373,'conservatives killed hundreds people direct result conservative policies dwp figures imbecile tony blair put nhs gordon brown fit mp stealing national health service us chemical attacks',TIN
37110,'notice angry maga bots losing vote thursday hey maga bots would like cheese whine lol',TIN
90528,'acc drunk v tired took sleeping pills silly',TIN
75157,'proven gun control leads lower gun deaths chosen ignore accuse study falsified without proof proof used states mentioned going continue ignore asking clarification',TIN
80651,'go crash another plane',UNT
27008,'imparting gems michael moore stuffing face',TIN
45258,'years pathetic',TIN
22243,'holder prison',TIN
74396,'even make specification tell gun control nothing stop homicide rate',TIN
65862,'totally disgraceful name calling disgusting',TIN
51929,'maybe fine people dipshit president talking antifa left fringe far left anti fascist movement lump left antifa lump right neo nazi kkk vote shhh',TIN
38709,'likenoother gamestopcontest laura croft great badass',TIN
31180,'maga white people',TIN
21521,'even know subject side sarandon class even disagree classless rambling fool',TIN
70708,'click see hell talking still know war conservatives like war christmas',TIN
89012,'cube shown past control investors board run show super cheap',TIN
78864,evil,UNT
64659,'damn catholics',TIN
21932,'biggest question widdle away nd amendment left believe limited gun control im worried expected keep giving gun haters',TIN
49277,'tragic idiot tremendous internalized misogyny think moment grips tyranny half idiot',TIN
55351,'fort trump poland sounds great another lasting reminder left dems much rest world hates maga wwg wga redwave draintheswamp forttrump',TIN
63908,'close ties w nra amp funding imp people lives amp sensible gun control attempting defend planned parenthood whilst time rolling back intelligent sex education amp replacing abstinence teachings fucking stupid',TIN
99215,'presumption innocence applies lefist liberals guilty get go conservative',TIN
12333,'liberals anderson cooper gay default means never wrong also liberals trump jr pos dad',TIN
27047,'hello twin let ke correcting typoness group name g dle case lazy use use idle instead',UNT
23178,'aye nigga',UNT
47176,'professional liar',TIN
94161,'helpmto buy help homeless oh help low income oh work poverty time high help oh thanks nothing',TIN
61549,'paranoid always spam omg spam everyone credit telltale every posts fucking funny chill one cares',TIN
25384,'djt amp gop maga old scared white men making women property',TIN
47988,'pope satan incarnate',TIN
32028,'really serious comparing prestigious positions nation slave keep proving ignorance amp inability logical thought maga',TIN
43105,'brainer stands says vote lying deserves humiliated defeated see played pro choice caed get elected another goper kochsucker',TIN
99068,'apiece shit would kill animal mother',TIN
88285,'bull crap',UNT
16904,'oh nancy agree wholeheartedly think ever hated anyone life like feel man fact supposed leader makes stomach turn smh lost respect gop completely sit back allow travesty',TIN
48214,'look reaction second mark contemptuous clown',TIN
42115,'cher helping republican party unhinged rants',TIN
25387,'gotta love uninformed point venezuela though inevitable result socialism socialism venezuela gun control chicago like watching round shitty jeopardy one knows damn thing try compete anyway logic trump',UNT
71094,'paying taxes optional tax evasion crime human rights laws opinion issue preposterous gilliam anti sensible gun control would prevent mentally ill people like owning gun want',TIN
57980,'saw video corrupting government evidence saw going jail maga thegreatawakening qanon youaregoingtojail youhavebeenexposed',TIN
36373,'fuck drug test',TIN
71468,'someone never played spiderman kid want tried year back idk kinda collective nostalgia people web swinging mechanics busted fuck kinda trash',TIN
92452,'show saying alleged rape fault pretending swathes conservatives blaming victim rape disgusting straw man',TIN
16193,'take anti american crap somewhere else tedcruz senate maga',TIN
90142,'another lying liberal many lying libtards exposed unclassifie documents liberals lie cheat steal try bring country stop anti american idiotic socialist movement vote republican november trump',TIN
56571,'democommunists allready destroyed america put men womens bathroom right child molestors n child killers n illegals rights americans u think im wrong bill say something besides kissing liberals asses',TIN
49262,'bwaaaaa compared trump bwaaaaaaa compared corrupt demented lunatic godsend',TIN
92998,'yes bitch',TIN
58896,'pathological liar',TIN
76519,'lil girl adult conversation take thin ass somewhere ya dig',TIN
52643,'agreed gun control want people control without guns helpless know founders knew',TIN
22767,'hope fuck',TIN
98523,fuckbucket,TIN
47297,'purely move block nomination liberals said early would vote made story slap face really sexually harassed shows liberals really care true victims power first',TIN
88504,'could stop taking molly shit glad changed still around absolutely sucks max passed amazing artist rip mac',TIN
49125,'mmm hot',TIN
73769,'right mind conservatives',TIN
73552,'damn felt shit loud lol',TIN
21610,'hard hearing ar inanimate object ar inherently evil gun control decrease gun violence armed citizens less likely become victims mass shootings holocaust prevented banning ovens',TIN
45819,'another terrorist brought obumer',TIN
32210,'hilarious let puertoricans legalize pot forget problems hurricanemaria thursdaythoughts thursdaymotivation resistance resist maga military veterans tcot thisisamerica',TIN
84629,'open borders bring america dems brainless vote red like life depends kag maga',TIN
61831,'another illegal',TIN
16289,'become party sky falling going die sad bunch',TIN
38393,'q photoshop qanon real though silly liberals tricks kids',TIN
46844,'yes blind realize',TIN
87826,'djt remember daughter married iranian defends costs coward disgrace thank god dad would world hurt',TIN
65105,'yeah start blogger somehow turned murder fan fiction',UNT
60283,'love women like believe women excluding one woman soon yi years old adult reaction significant means hypocrisy',TIN
99986,'ya know many ppl pot homes fukn cops trying get buddy murderer',TIN
71212,'roaming charges good charge foreign fuckers come',TIN
72139,'right issue democrats lying american people long lately seems like going crazy head lol',TIN
98230,'liberals think guns problem',TIN
91637,'full shit violent crime amp decline decades b gun crime problem state amp local problem amp called common sense gun control law passed federal level fix clueless problem',UNT
83069,'uncomefortbul miss williams great actor thinks miss williams order said ref rules apply even miss williams turning women bone miss williams order stone wall',TIN
62647,'racist god less population cry put together trump great job cause got white skin ya need hate',UNT
58047,'actually liberals like waters antifa promote violence',TIN
12762,'reading comments dear boy burned alive still talking gun control gosh people',TIN
56734,'majority daca rd world countries communists activists antifa ofa amp incompatibles w usculture amp felons criminal violence amp participation cult includes kill potus amp destroysovereignusa usconstndem replace w marxist threichnwo tyranny treason',UNT
